HAL,12.06,https://finance.yahoo.com/quote/HAL?p=HAL
MU,50.34,https://finance.yahoo.com/quote/MU?p=MU
MGM,20.57,https://finance.yahoo.com/quote/MGM?p=MGM
KO,48.06,https://finance.yahoo.com/quote/KO?p=KO
DVN,8.93,https://finance.yahoo.com/quote/DVN?p=DVN
COP,28.62,https://finance.yahoo.com/quote/COP?p=COP
SLB,14.94,https://finance.yahoo.com/quote/SLB?p=SLB
X,9.66,https://finance.yahoo.com/quote/X?p=X
DAL,30.64,https://finance.yahoo.com/quote/DAL?p=DAL
JPM,98.04,https://finance.yahoo.com/quote/JPM?p=JPM
MRVL,37.51,https://finance.yahoo.com/quote/MRVL?p=MRVL
PBCT,10.67,https://finance.yahoo.com/quote/PBCT?p=PBCT
MS,48.15,https://finance.yahoo.com/quote/MS?p=MS
GOLD,26.73,https://finance.yahoo.com/quote/GOLD?p=GOLD
BA,144.39,https://finance.yahoo.com/quote/BA?p=BA
RTX,54.32,https://finance.yahoo.com/quote/RTX?p=RTX
FCX,17.34,https://finance.yahoo.com/quote/FCX?p=FCX
SQ,154.88,https://finance.yahoo.com/quote/SQ?p=SQ
HL,4.5800,https://finance.yahoo.com/quote/HL?p=HL
VZ,56.99,https://finance.yahoo.com/quote/VZ?p=VZ
BABA,304.69,https://finance.yahoo.com/quote/BABA?p=BABA
UBER,33.41,https://finance.yahoo.com/quote/UBER?p=UBER
WPX,4.6100,https://finance.yahoo.com/quote/WPX?p=WPX
SCHW,41.11,https://finance.yahoo.com/quote/SCHW?p=SCHW
TME,14.92,https://finance.yahoo.com/quote/TME?p=TME
GM,34.53,https://finance.yahoo.com/quote/GM?p=GM
UA,12.23,https://finance.yahoo.com/quote/UA?p=UA
MO,36.08,https://finance.yahoo.com/quote/MO?p=MO
ORCL,56.11,https://finance.yahoo.com/quote/ORCL?p=ORCL
VIAC,28.57,https://finance.yahoo.com/quote/VIAC?p=VIAC
HPE,8.64,https://finance.yahoo.com/quote/HPE?p=HPE
PYPL,186.13,https://finance.yahoo.com/quote/PYPL?p=PYPL
FLEX,14.15,https://finance.yahoo.com/quote/FLEX?p=FLEX
ATVI,75.73,https://finance.yahoo.com/quote/ATVI?p=ATVI
GILD,58.15,https://finance.yahoo.com/quote/GILD?p=GILD
JBLU,11.97,https://finance.yahoo.com/quote/JBLU?p=JBLU
VER,6.20,https://finance.yahoo.com/quote/VER?p=VER
WORK,25.58,https://finance.yahoo.com/quote/WORK?p=WORK
APA,8.30,https://finance.yahoo.com/quote/APA?p=APA
SBUX,86.96,https://finance.yahoo.com/quote/SBUX?p=SBUX
LUV,39.53,https://finance.yahoo.com/quote/LUV?p=LUV
LI,20.17,https://finance.yahoo.com/quote/LI?p=LI
KGC,7.97,https://finance.yahoo.com/quote/KGC?p=KGC
BMY,58.45,https://finance.yahoo.com/quote/BMY?p=BMY
LUMN,8.62,https://finance.yahoo.com/quote/LUMN?p=LUMN
HST,10.48,https://finance.yahoo.com/quote/HST?p=HST
PTON,110.21,https://finance.yahoo.com/quote/PTON?p=PTON
CVE,3.2800,https://finance.yahoo.com/quote/CVE?p=CVE
EBAY,47.63,https://finance.yahoo.com/quote/EBAY?p=EBAY
ON,25.09,https://finance.yahoo.com/quote/ON?p=ON
TPR,22.23,https://finance.yahoo.com/quote/TPR?p=TPR
MRK,75.21,https://finance.yahoo.com/quote/MRK?p=MRK
WBA,34.04,https://finance.yahoo.com/quote/WBA?p=WBA
KHC,30.59,https://finance.yahoo.com/quote/KHC?p=KHC
APPS,28.69,https://finance.yahoo.com/quote/APPS?p=APPS
BKR,14.77,https://finance.yahoo.com/quote/BKR?p=BKR
V,181.71,https://finance.yahoo.com/quote/V?p=V
NKLA,18.31,https://finance.yahoo.com/quote/NKLA?p=NKLA
BRFS,2.9600,https://finance.yahoo.com/quote/BRFS?p=BRFS
KSS,21.29,https://finance.yahoo.com/quote/KSS?p=KSS
RDS-A,25.55,https://finance.yahoo.com/quote/RDS-A?p=RDS-A
XPEV,19.38,https://finance.yahoo.com/quote/XPEV?p=XPEV
NVDA,501.36,https://finance.yahoo.com/quote/NVDA?p=NVDA
MYL,14.54,https://finance.yahoo.com/quote/MYL?p=MYL
PCG,9.56,https://finance.yahoo.com/quote/PCG?p=PCG
RKT,18.23,https://finance.yahoo.com/quote/RKT?p=RKT
HBAN,10.44,https://finance.yahoo.com/quote/HBAN?p=HBAN
LVGO,139.77,https://finance.yahoo.com/quote/LVGO?p=LVGO
ZM,460.91,https://finance.yahoo.com/quote/ZM?p=ZM
CVS,56.09,https://finance.yahoo.com/quote/CVS?p=CVS
ATUS,26.95,https://finance.yahoo.com/quote/ATUS?p=ATUS
TEVA,8.72,https://finance.yahoo.com/quote/TEVA?p=TEVA
KR,32.21,https://finance.yahoo.com/quote/KR?p=KR
AMZN,"3,036.15",https://finance.yahoo.com/quote/AMZN?p=AMZN
JD,81.52,https://finance.yahoo.com/quote/JD?p=JD
TJX,50.80,https://finance.yahoo.com/quote/TJX?p=TJX
CHWY,61.60,https://finance.yahoo.com/quote/CHWY?p=CHWY
INFY,14.27,https://finance.yahoo.com/quote/INFY?p=INFY
IBN,10.55,https://finance.yahoo.com/quote/IBN?p=IBN
WU,19.44,https://finance.yahoo.com/quote/WU?p=WU
DIS,121.25,https://finance.yahoo.com/quote/DIS?p=DIS
VIPS,21.40,https://finance.yahoo.com/quote/VIPS?p=VIPS
LYFT,22.83,https://finance.yahoo.com/quote/LYFT?p=LYFT
PBR-A,6.61,https://finance.yahoo.com/quote/PBR-A?p=PBR-A
SDC,8.90,https://finance.yahoo.com/quote/SDC?p=SDC
FTI,5.53,https://finance.yahoo.com/quote/FTI?p=FTI
QCOM,123.36,https://finance.yahoo.com/quote/QCOM?p=QCOM
NFLX,475.74,https://finance.yahoo.com/quote/NFLX?p=NFLX
NKE,120.08,https://finance.yahoo.com/quote/NKE?p=NKE
AGNC,13.97,https://finance.yahoo.com/quote/AGNC?p=AGNC
SPCE,17.42,https://finance.yahoo.com/quote/SPCE?p=SPCE
BBBY,19.80,https://finance.yahoo.com/quote/BBBY?p=BBBY
OSTK,56.10,https://finance.yahoo.com/quote/OSTK?p=OSTK
SU,11.29,https://finance.yahoo.com/quote/SU?p=SU
MPC,29.50,https://finance.yahoo.com/quote/MPC?p=MPC
GGB,3.8100,https://finance.yahoo.com/quote/GGB?p=GGB
NEM,62.84,https://finance.yahoo.com/quote/NEM?p=NEM
GPS,19.45,https://finance.yahoo.com/quote/GPS?p=GPS
JNJ,137.11,https://finance.yahoo.com/quote/JNJ?p=JNJ
CL,78.89,https://finance.yahoo.com/quote/CL?p=CL
AMAT,59.23,https://finance.yahoo.com/quote/AMAT?p=AMAT
MRNA,67.47,https://finance.yahoo.com/quote/MRNA?p=MRNA
NLOK,20.57,https://finance.yahoo.com/quote/NLOK?p=NLOK
IQ,24.70,https://finance.yahoo.com/quote/IQ?p=IQ
COTY,2.9000,https://finance.yahoo.com/quote/COTY?p=COTY
CLF,8.28,https://finance.yahoo.com/quote/CLF?p=CLF
EPD,16.57,https://finance.yahoo.com/quote/EPD?p=EPD
WMB,19.19,https://finance.yahoo.com/quote/WMB?p=WMB
COG,17.79,https://finance.yahoo.com/quote/COG?p=COG
DBX,18.26,https://finance.yahoo.com/quote/DBX?p=DBX
SAN,2.0100,https://finance.yahoo.com/quote/SAN?p=SAN
MA,288.64,https://finance.yahoo.com/quote/MA?p=MA
CARR,33.39,https://finance.yahoo.com/quote/CARR?p=CARR
FISV,95.47,https://finance.yahoo.com/quote/FISV?p=FISV
SABR,6.52,https://finance.yahoo.com/quote/SABR?p=SABR
IBM,111.66,https://finance.yahoo.com/quote/IBM?p=IBM
NOV,8.40,https://finance.yahoo.com/quote/NOV?p=NOV
SPWR,15.99,https://finance.yahoo.com/quote/SPWR?p=SPWR
EQT,15.14,https://finance.yahoo.com/quote/EQT?p=EQT
MET,37.85,https://finance.yahoo.com/quote/MET?p=MET
PG,137.10,https://finance.yahoo.com/quote/PG?p=PG
EQNR,12.83,https://finance.yahoo.com/quote/EQNR?p=EQNR
AIG,31.49,https://finance.yahoo.com/quote/AIG?p=AIG
RUN,52.02,https://finance.yahoo.com/quote/RUN?p=RUN
HPQ,17.96,https://finance.yahoo.com/quote/HPQ?p=HPQ
WMT,138.75,https://finance.yahoo.com/quote/WMT?p=WMT
BTG,6.44,https://finance.yahoo.com/quote/BTG?p=BTG
BEN,18.75,https://finance.yahoo.com/quote/BEN?p=BEN
PM,71.02,https://finance.yahoo.com/quote/PM?p=PM
FITB,23.22,https://finance.yahoo.com/quote/FITB?p=FITB
TDOC,196.46,https://finance.yahoo.com/quote/TDOC?p=TDOC
WY,27.29,https://finance.yahoo.com/quote/WY?p=WY
AES,19.50,https://finance.yahoo.com/quote/AES?p=AES
STNE,52.54,https://finance.yahoo.com/quote/STNE?p=STNE
CSX,78.94,https://finance.yahoo.com/quote/CSX?p=CSX
MDT,100.57,https://finance.yahoo.com/quote/MDT?p=MDT
NWL,17.66,https://finance.yahoo.com/quote/NWL?p=NWL
ING,6.82,https://finance.yahoo.com/quote/ING?p=ING
AEO,13.71,https://finance.yahoo.com/quote/AEO?p=AEO
KDP,26.90,https://finance.yahoo.com/quote/KDP?p=KDP
LYG,1.4100,https://finance.yahoo.com/quote/LYG?p=LYG
BRK-B,201.90,https://finance.yahoo.com/quote/BRK-B?p=BRK-B
EV,59.79,https://finance.yahoo.com/quote/EV?p=EV
GSK,33.42,https://finance.yahoo.com/quote/GSK?p=GSK
FSLR,87.04,https://finance.yahoo.com/quote/FSLR?p=FSLR
QRTEA,6.77,https://finance.yahoo.com/quote/QRTEA?p=QRTEA
OKE,29.00,https://finance.yahoo.com/quote/OKE?p=OKE
NRZ,7.50,https://finance.yahoo.com/quote/NRZ?p=NRZ
TAP,35.26,https://finance.yahoo.com/quote/TAP?p=TAP
KEY,12.98,https://finance.yahoo.com/quote/KEY?p=KEY
RDS-B,24.15,https://finance.yahoo.com/quote/RDS-B?p=RDS-B
NEE,73.21,https://finance.yahoo.com/quote/NEE?p=NEE
BK,34.36,https://finance.yahoo.com/quote/BK?p=BK
BIDU,133.05,https://finance.yahoo.com/quote/BIDU?p=BIDU
FIS,124.59,https://finance.yahoo.com/quote/FIS?p=FIS
TXN,144.59,https://finance.yahoo.com/quote/TXN?p=TXN
TFC,42.12,https://finance.yahoo.com/quote/TFC?p=TFC
TEAM,191.62,https://finance.yahoo.com/quote/TEAM?p=TEAM
DD,56.88,https://finance.yahoo.com/quote/DD?p=DD
AFL,33.96,https://finance.yahoo.com/quote/AFL?p=AFL
ETSY,121.59,https://finance.yahoo.com/quote/ETSY?p=ETSY
CNX,9.70,https://finance.yahoo.com/quote/CNX?p=CNX
RF,13.30,https://finance.yahoo.com/quote/RF?p=RF
MTG,10.06,https://finance.yahoo.com/quote/MTG?p=MTG
UPS,157.11,https://finance.yahoo.com/quote/UPS?p=UPS
LVS,48.06,https://finance.yahoo.com/quote/LVS?p=LVS
IVZ,13.11,https://finance.yahoo.com/quote/IVZ?p=IVZ
DOW,45.49,https://finance.yahoo.com/quote/DOW?p=DOW
PAA,6.25,https://finance.yahoo.com/quote/PAA?p=PAA
U,94.88,https://finance.yahoo.com/quote/U?p=U
WDC,37.73,https://finance.yahoo.com/quote/WDC?p=WDC
